study_accession,sample_accession,experiment_accession,Run,Assay.Type,sample_title
PRJEB6070,SAMEA2467050,ERX445355,ERR479523,WGS,Human stool sample
PRJEB6070,SAMEA2467049,ERX445356,ERR479524,WGS,Human stool sample
PRJEB6070,SAMEA2467049,ERX445357,ERR479525,WGS,Human stool sample
PRJEB6070,SAMEA2467049,ERX445358,ERR479526,WGS,Human stool sample
PRJEB6070,SAMEA2467049,ERX445359,ERR479527,WGS,Human stool sample
PRJEB6070,SAMEA2467048,ERX445360,ERR479528,WGS,Human stool sample
PRJEB6070,SAMEA2467048,ERX445361,ERR479529,WGS,Human stool sample
PRJEB6070,SAMEA2467048,ERX445362,ERR479530,WGS,Human stool sample
PRJEB6070,SAMEA2467048,ERX445363,ERR479531,WGS,Human stool sample
PRJEB6070,SAMEA2467047,ERX445364,ERR479532,WGS,Human stool sample
PRJEB6070,SAMEA2467047,ERX445365,ERR479533,WGS,Human stool sample
PRJEB6070,SAMEA2467046,ERX445366,ERR479534,WGS,Human stool sample
PRJEB6070,SAMEA2467046,ERX445367,ERR479535,WGS,Human stool sample
PRJEB6070,SAMEA2467046,ERX445368,ERR479536,WGS,Human stool sample
PRJEB6070,SAMEA2467046,ERX445369,ERR479537,WGS,Human stool sample
PRJEB6070,SAMEA2467074,ERX445370,ERR479538,WGS,Human stool sample
PRJEB6070,SAMEA2467074,ERX445371,ERR479539,WGS,Human stool sample
PRJEB6070,SAMEA2467074,ERX445372,ERR479540,WGS,Human stool sample
PRJEB6070,SAMEA2467074,ERX445373,ERR479541,WGS,Human stool sample
PRJEB6070,SAMEA2467045,ERX445374,ERR479542,WGS,Human stool sample
PRJEB6070,SAMEA2467045,ERX445375,ERR479543,WGS,Human stool sample
PRJEB6070,SAMEA2467045,ERX445376,ERR479544,WGS,Human stool sample
PRJEB6070,SAMEA2467045,ERX445377,ERR479545,WGS,Human stool sample
PRJEB6070,SAMEA2467044,ERX445378,ERR479546,WGS,Human stool sample
PRJEB6070,SAMEA2467044,ERX445379,ERR479547,WGS,Human stool sample
PRJEB6070,SAMEA2467044,ERX445380,ERR479548,WGS,Human stool sample
PRJEB6070,SAMEA2467044,ERX445381,ERR479549,WGS,Human stool sample
PRJEB6070,SAMEA2467043,ERX445382,ERR479550,WGS,Human stool sample
PRJEB6070,SAMEA2467043,ERX445383,ERR479551,WGS,Human stool sample
PRJEB6070,SAMEA2467043,ERX445384,ERR479552,WGS,Human stool sample
PRJEB6070,SAMEA2467043,ERX445385,ERR479553,WGS,Human stool sample
PRJEB6070,SAMEA2467075,ERX445386,ERR479554,WGS,Human stool sample
PRJEB6070,SAMEA2467075,ERX445387,ERR479555,WGS,Human stool sample
PRJEB6070,SAMEA2467075,ERX445388,ERR479556,WGS,Human stool sample
PRJEB6070,SAMEA2467075,ERX445389,ERR479557,WGS,Human stool sample
PRJEB6070,SAMEA2467069,ERX445390,ERR479558,WGS,Human stool sample
PRJEB6070,SAMEA2467069,ERX445391,ERR479559,WGS,Human stool sample
PRJEB6070,SAMEA2467069,ERX445392,ERR479560,WGS,Human stool sample
PRJEB6070,SAMEA2467069,ERX445393,ERR479561,WGS,Human stool sample
PRJEB6070,SAMEA2467071,ERX445394,ERR479562,WGS,Human stool sample
PRJEB6070,SAMEA2467071,ERX445395,ERR479563,WGS,Human stool sample
PRJEB6070,SAMEA2467071,ERX445396,ERR479564,WGS,Human stool sample
PRJEB6070,SAMEA2467071,ERX445397,ERR479565,WGS,Human stool sample
PRJEB6070,SAMEA2467079,ERX445398,ERR479566,WGS,Human stool sample
PRJEB6070,SAMEA2467079,ERX445399,ERR479567,WGS,Human stool sample
PRJEB6070,SAMEA2467079,ERX445400,ERR479568,WGS,Human stool sample
PRJEB6070,SAMEA2467079,ERX445401,ERR479569,WGS,Human stool sample
PRJEB6070,SAMEA2467082,ERX445402,ERR479570,WGS,Human stool sample
PRJEB6070,SAMEA2467082,ERX445403,ERR479571,WGS,Human stool sample
PRJEB6070,SAMEA2467082,ERX445404,ERR479572,WGS,Human stool sample
PRJEB6070,SAMEA2467082,ERX445405,ERR479573,WGS,Human stool sample
PRJEB6070,SAMEA2467082,ERX445406,ERR479574,WGS,Human stool sample
PRJEB6070,SAMEA2467082,ERX445407,ERR479575,WGS,Human stool sample
PRJEB6070,SAMEA2467083,ERX445408,ERR479576,WGS,Human stool sample
PRJEB6070,SAMEA2467083,ERX445409,ERR479577,WGS,Human stool sample
PRJEB6070,SAMEA2467083,ERX445410,ERR479578,WGS,Human stool sample
PRJEB6070,SAMEA2467083,ERX445411,ERR479579,WGS,Human stool sample
PRJEB6070,SAMEA2467083,ERX445412,ERR479580,WGS,Human stool sample
PRJEB6070,SAMEA2467083,ERX445413,ERR479581,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX445414,ERR479582,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX445415,ERR479583,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX445416,ERR479584,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX445417,ERR479585,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX445418,ERR479586,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX445419,ERR479587,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX445420,ERR479588,WGS,Human stool sample
PRJEB6070,SAMEA2467085,ERX445421,ERR479589,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX445422,ERR479590,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX445423,ERR479591,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX445424,ERR479592,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX445425,ERR479593,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX445426,ERR479594,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX445427,ERR479595,WGS,Human stool sample
PRJEB6070,SAMEA2467084,ERX445428,ERR479596,WGS,Human stool sample
PRJEB6070,SAMEA2467081,ERX445429,ERR479597,WGS,Human stool sample
PRJEB6070,SAMEA2467081,ERX445430,ERR479598,WGS,Human stool sample
PRJEB6070,SAMEA2467081,ERX445431,ERR479599,WGS,Human stool sample
PRJEB6070,SAMEA2467081,ERX445432,ERR479600,WGS,Human stool sample
PRJEB6070,SAMEA2467081,ERX445433,ERR479601,WGS,Human stool sample
PRJEB6070,SAMEA2467081,ERX445434,ERR479602,WGS,Human stool sample
PRJEB6070,SAMEA2467039,ERX446286,ERR480454,WGS,Human stool sample
PRJEB6070,SAMEA2467039,ERX446287,ERR480455,WGS,Human stool sample
PRJEB6070,SAMEA2467039,ERX446288,ERR480456,WGS,Human stool sample
PRJEB6070,SAMEA2467039,ERX446289,ERR480457,WGS,Human stool sample
PRJEB6070,SAMEA2466896,ERX446290,ERR480458,WGS,Human stool sample
PRJEB6070,SAMEA2466896,ERX446291,ERR480459,WGS,Human stool sample
PRJEB6070,SAMEA2466965,ERX446292,ERR480460,WGS,Human stool sample
PRJEB6070,SAMEA2466965,ERX446293,ERR480461,WGS,Human stool sample
PRJEB6070,SAMEA2466965,ERX446294,ERR480462,WGS,Human stool sample
PRJEB6070,SAMEA2466965,ERX446295,ERR480463,WGS,Human stool sample
PRJEB6070,SAMEA2467005,ERX446296,ERR480464,WGS,Human stool sample
PRJEB6070,SAMEA2467005,ERX446297,ERR480465,WGS,Human stool sample
PRJEB6070,SAMEA2467013,ERX446298,ERR480466,WGS,Human stool sample
PRJEB6070,SAMEA2467013,ERX446299,ERR480467,WGS,Human stool sample
PRJEB6070,SAMEA2467013,ERX446300,ERR480468,WGS,Human stool sample
PRJEB6070,SAMEA2467013,ERX446301,ERR480469,WGS,Human stool sample
PRJEB6070,SAMEA2466911,ERX446302,ERR480470,WGS,Human stool sample
PRJEB6070,SAMEA2466911,ERX446303,ERR480471,WGS,Human stool sample
PRJEB6070,SAMEA2467031,ERX446304,ERR480472,WGS,Human stool sample
PRJEB6070,SAMEA2467031,ERX446305,ERR480473,WGS,Human stool sample
PRJEB6070,SAMEA2467031,ERX446306,ERR480474,WGS,Human stool sample
PRJEB6070,SAMEA2467031,ERX446307,ERR480475,WGS,Human stool sample
PRJEB6070,SAMEA2467021,ERX446308,ERR480476,WGS,Human stool sample
PRJEB6070,SAMEA2467021,ERX446309,ERR480477,WGS,Human stool sample
PRJEB6070,SAMEA2467021,ERX446310,ERR480478,WGS,Human stool sample
PRJEB6070,SAMEA2467021,ERX446311,ERR480479,WGS,Human stool sample
PRJEB6070,SAMEA2466915,ERX446312,ERR480480,WGS,Human stool sample
PRJEB6070,SAMEA2466915,ERX446313,ERR480481,WGS,Human stool sample
PRJEB6070,SAMEA2467028,ERX446314,ERR480482,WGS,Human stool sample
PRJEB6070,SAMEA2467028,ERX446315,ERR480483,WGS,Human stool sample
PRJEB6070,SAMEA2467028,ERX446316,ERR480484,WGS,Human stool sample
PRJEB6070,SAMEA2467028,ERX446317,ERR480485,WGS,Human stool sample
PRJEB6070,SAMEA2467036,ERX446318,ERR480486,WGS,Human stool sample
PRJEB6070,SAMEA2467036,ERX446319,ERR480487,WGS,Human stool sample
PRJEB6070,SAMEA2467036,ERX446320,ERR480488,WGS,Human stool sample
PRJEB6070,SAMEA2467036,ERX446321,ERR480489,WGS,Human stool sample
PRJEB6070,SAMEA2467014,ERX446322,ERR480490,WGS,Human stool sample
PRJEB6070,SAMEA2467014,ERX446323,ERR480491,WGS,Human stool sample
PRJEB6070,SAMEA2467014,ERX446324,ERR480492,WGS,Human stool sample
PRJEB6070,SAMEA2467014,ERX446325,ERR480493,WGS,Human stool sample
PRJEB6070,SAMEA2466919,ERX446326,ERR480494,WGS,Human stool sample
PRJEB6070,SAMEA2466919,ERX446327,ERR480495,WGS,Human stool sample
PRJEB6070,SAMEA2467035,ERX446328,ERR480496,WGS,Human stool sample
PRJEB6070,SAMEA2467035,ERX446329,ERR480497,WGS,Human stool sample
PRJEB6070,SAMEA2467035,ERX446330,ERR480498,WGS,Human stool sample
PRJEB6070,SAMEA2467035,ERX446331,ERR480499,WGS,Human stool sample
PRJEB6070,SAMEA2466912,ERX446332,ERR480500,WGS,Human stool sample
PRJEB6070,SAMEA2466912,ERX446333,ERR480501,WGS,Human stool sample
PRJEB6070,SAMEA2466967,ERX446334,ERR480502,WGS,Human stool sample
PRJEB6070,SAMEA2466967,ERX446335,ERR480503,WGS,Human stool sample
PRJEB6070,SAMEA2466967,ERX446336,ERR480504,WGS,Human stool sample
PRJEB6070,SAMEA2466967,ERX446337,ERR480505,WGS,Human stool sample
PRJEB6070,SAMEA2466993,ERX446338,ERR480506,WGS,Human stool sample
PRJEB6070,SAMEA2466993,ERX446339,ERR480507,WGS,Human stool sample
PRJEB6070,SAMEA2466962,ERX446340,ERR480508,WGS,Human stool sample
PRJEB6070,SAMEA2466962,ERX446341,ERR480509,WGS,Human stool sample
PRJEB6070,SAMEA2467025,ERX446342,ERR480510,WGS,Human stool sample
PRJEB6070,SAMEA2467025,ERX446343,ERR480511,WGS,Human stool sample
PRJEB6070,SAMEA2467025,ERX446344,ERR480512,WGS,Human stool sample
PRJEB6070,SAMEA2467025,ERX446345,ERR480513,WGS,Human stool sample
PRJEB6070,SAMEA2466940,ERX446346,ERR480514,WGS,Human stool sample
PRJEB6070,SAMEA2466940,ERX446347,ERR480515,WGS,Human stool sample
PRJEB6070,SAMEA2466940,ERX446348,ERR480516,WGS,Human stool sample
PRJEB6070,SAMEA2466940,ERX446349,ERR480517,WGS,Human stool sample
PRJEB6070,SAMEA2467010,ERX446350,ERR480518,WGS,Human stool sample
PRJEB6070,SAMEA2467010,ERX446351,ERR480519,WGS,Human stool sample
PRJEB6070,SAMEA2467000,ERX446352,ERR480520,WGS,Human stool sample
PRJEB6070,SAMEA2467000,ERX446353,ERR480521,WGS,Human stool sample
PRJEB6070,SAMEA2467000,ERX446354,ERR480522,WGS,Human stool sample
PRJEB6070,SAMEA2467000,ERX446355,ERR480523,WGS,Human stool sample
PRJEB6070,SAMEA2467000,ERX446356,ERR480524,WGS,Human stool sample
PRJEB6070,SAMEA2466973,ERX446357,ERR480525,WGS,Human stool sample
PRJEB6070,SAMEA2466973,ERX446358,ERR480526,WGS,Human stool sample
PRJEB6070,SAMEA2466973,ERX446359,ERR480527,WGS,Human stool sample
PRJEB6070,SAMEA2466973,ERX446360,ERR480528,WGS,Human stool sample
PRJEB6070,SAMEA2467011,ERX446361,ERR480529,WGS,Human stool sample
PRJEB6070,SAMEA2467011,ERX446362,ERR480530,WGS,Human stool sample
PRJEB6070,SAMEA2467011,ERX446363,ERR480531,WGS,Human stool sample
PRJEB6070,SAMEA2467011,ERX446364,ERR480532,WGS,Human stool sample
PRJEB6070,SAMEA2466941,ERX446365,ERR480533,WGS,Human stool sample
PRJEB6070,SAMEA2466941,ERX446366,ERR480534,WGS,Human stool sample
PRJEB6070,SAMEA2467009,ERX446367,ERR480535,WGS,Human stool sample
PRJEB6070,SAMEA2467009,ERX446368,ERR480536,WGS,Human stool sample
PRJEB6070,SAMEA2466888,ERX446369,ERR480537,WGS,Human stool sample
PRJEB6070,SAMEA2466888,ERX446370,ERR480538,WGS,Human stool sample
PRJEB6070,SAMEA2466961,ERX446371,ERR480539,WGS,Human stool sample
PRJEB6070,SAMEA2466961,ERX446372,ERR480540,WGS,Human stool sample
PRJEB6070,SAMEA2467017,ERX446373,ERR480541,WGS,Human stool sample
PRJEB6070,SAMEA2467017,ERX446374,ERR480542,WGS,Human stool sample
PRJEB6070,SAMEA2467017,ERX446375,ERR480543,WGS,Human stool sample
PRJEB6070,SAMEA2467017,ERX446376,ERR480544,WGS,Human stool sample
PRJEB6070,SAMEA2466890,ERX446377,ERR480545,WGS,Human stool sample
PRJEB6070,SAMEA2466890,ERX446378,ERR480546,WGS,Human stool sample
PRJEB6070,SAMEA2466890,ERX446379,ERR480547,WGS,Human stool sample
PRJEB6070,SAMEA2466890,ERX446380,ERR480548,WGS,Human stool sample
PRJEB6070,SAMEA2466904,ERX446381,ERR480549,WGS,Human stool sample
PRJEB6070,SAMEA2466904,ERX446382,ERR480550,WGS,Human stool sample
PRJEB6070,SAMEA2466904,ERX446383,ERR480551,WGS,Human stool sample
PRJEB6070,SAMEA2466904,ERX446384,ERR480552,WGS,Human stool sample
PRJEB6070,SAMEA2466893,ERX446385,ERR480553,WGS,Human stool sample
PRJEB6070,SAMEA2466893,ERX446386,ERR480554,WGS,Human stool sample
PRJEB6070,SAMEA2467027,ERX446387,ERR480555,WGS,Human stool sample
PRJEB6070,SAMEA2467027,ERX446388,ERR480556,WGS,Human stool sample
PRJEB6070,SAMEA2467027,ERX446389,ERR480557,WGS,Human stool sample
PRJEB6070,SAMEA2467027,ERX446390,ERR480558,WGS,Human stool sample
PRJEB6070,SAMEA2466903,ERX446391,ERR480559,WGS,Human stool sample
PRJEB6070,SAMEA2466903,ERX446392,ERR480560,WGS,Human stool sample
PRJEB6070,SAMEA2466942,ERX446393,ERR480561,WGS,Human stool sample
PRJEB6070,SAMEA2466942,ERX446394,ERR480562,WGS,Human stool sample
PRJEB6070,SAMEA2466910,ERX446395,ERR480563,WGS,Human stool sample
PRJEB6070,SAMEA2466910,ERX446396,ERR480564,WGS,Human stool sample
PRJEB6070,SAMEA2466910,ERX446397,ERR480565,WGS,Human stool sample
PRJEB6070,SAMEA2466910,ERX446398,ERR480566,WGS,Human stool sample
PRJEB6070,SAMEA2466997,ERX446399,ERR480567,WGS,Human stool sample
PRJEB6070,SAMEA2466997,ERX446400,ERR480568,WGS,Human stool sample
PRJEB6070,SAMEA2466997,ERX446401,ERR480569,WGS,Human stool sample
PRJEB6070,SAMEA2466997,ERX446402,ERR480570,WGS,Human stool sample
PRJEB6070,SAMEA2467003,ERX446403,ERR480571,WGS,Human stool sample
PRJEB6070,SAMEA2467003,ERX446404,ERR480572,WGS,Human stool sample
PRJEB6070,SAMEA2466957,ERX446405,ERR480573,WGS,Human stool sample
PRJEB6070,SAMEA2466957,ERX446406,ERR480574,WGS,Human stool sample
PRJEB6070,SAMEA2467030,ERX446407,ERR480575,WGS,Human stool sample
PRJEB6070,SAMEA2467030,ERX446408,ERR480576,WGS,Human stool sample
PRJEB6070,SAMEA2467030,ERX446409,ERR480577,WGS,Human stool sample
PRJEB6070,SAMEA2467030,ERX446410,ERR480578,WGS,Human stool sample
PRJEB6070,SAMEA2466987,ERX446411,ERR480579,WGS,Human stool sample
PRJEB6070,SAMEA2466987,ERX446412,ERR480580,WGS,Human stool sample
PRJEB6070,SAMEA2466929,ERX446413,ERR480581,WGS,Human stool sample
PRJEB6070,SAMEA2466929,ERX446414,ERR480582,WGS,Human stool sample
PRJEB6070,SAMEA2466929,ERX446415,ERR480583,WGS,Human stool sample
PRJEB6070,SAMEA2466943,ERX446416,ERR480584,WGS,Human stool sample
PRJEB6070,SAMEA2466943,ERX446417,ERR480585,WGS,Human stool sample
PRJEB6070,SAMEA2466943,ERX446418,ERR480586,WGS,Human stool sample
PRJEB6070,SAMEA2466887,ERX446419,ERR480587,WGS,Human stool sample
PRJEB6070,SAMEA2466887,ERX446420,ERR480588,WGS,Human stool sample
PRJEB6070,SAMEA2466900,ERX446421,ERR480589,WGS,Human stool sample
PRJEB6070,SAMEA2466900,ERX446422,ERR480590,WGS,Human stool sample
PRJEB6070,SAMEA2466900,ERX446423,ERR480591,WGS,Human stool sample
PRJEB6070,SAMEA2466900,ERX446424,ERR480592,WGS,Human stool sample
PRJEB6070,SAMEA2466939,ERX446425,ERR480593,WGS,Human stool sample
PRJEB6070,SAMEA2466939,ERX446426,ERR480594,WGS,Human stool sample
PRJEB6070,SAMEA2466907,ERX446427,ERR480595,WGS,Human stool sample
PRJEB6070,SAMEA2466907,ERX446428,ERR480596,WGS,Human stool sample
PRJEB6070,SAMEA2466933,ERX446429,ERR480597,WGS,Human stool sample
PRJEB6070,SAMEA2466933,ERX446430,ERR480598,WGS,Human stool sample
PRJEB6070,SAMEA2466971,ERX446431,ERR480599,WGS,Human stool sample
PRJEB6070,SAMEA2466971,ERX446432,ERR480600,WGS,Human stool sample
PRJEB6070,SAMEA2466959,ERX446433,ERR480601,WGS,Human stool sample
PRJEB6070,SAMEA2466959,ERX446434,ERR480602,WGS,Human stool sample
PRJEB6070,SAMEA2466897,ERX446435,ERR480603,WGS,Human stool sample
PRJEB6070,SAMEA2466897,ERX446436,ERR480604,WGS,Human stool sample
PRJEB6070,SAMEA2466897,ERX446437,ERR480605,WGS,Human stool sample
PRJEB6070,SAMEA2466897,ERX446438,ERR480606,WGS,Human stool sample
PRJEB6070,SAMEA2466972,ERX446439,ERR480607,WGS,Human stool sample
PRJEB6070,SAMEA2466972,ERX446440,ERR480608,WGS,Human stool sample
PRJEB6070,SAMEA2466972,ERX446441,ERR480609,WGS,Human stool sample
PRJEB6070,SAMEA2466972,ERX446442,ERR480610,WGS,Human stool sample
PRJEB6070,SAMEA2466944,ERX446443,ERR480611,WGS,Human stool sample
PRJEB6070,SAMEA2466944,ERX446444,ERR480612,WGS,Human stool sample
PRJEB6070,SAMEA2466944,ERX446445,ERR480613,WGS,Human stool sample
PRJEB6070,SAMEA2467015,ERX446446,ERR480614,WGS,Human stool sample
PRJEB6070,SAMEA2467015,ERX446447,ERR480615,WGS,Human stool sample
PRJEB6070,SAMEA2467015,ERX446448,ERR480616,WGS,Human stool sample
PRJEB6070,SAMEA2467015,ERX446449,ERR480617,WGS,Human stool sample
PRJEB6070,SAMEA2466953,ERX446450,ERR480618,WGS,Human stool sample
PRJEB6070,SAMEA2466953,ERX446451,ERR480619,WGS,Human stool sample
PRJEB6070,SAMEA2466996,ERX446452,ERR480620,WGS,Human stool sample
PRJEB6070,SAMEA2466996,ERX446453,ERR480621,WGS,Human stool sample
PRJEB6070,SAMEA2466996,ERX446454,ERR480622,WGS,Human stool sample
PRJEB6070,SAMEA2466996,ERX446455,ERR480623,WGS,Human stool sample
PRJEB6070,SAMEA2467018,ERX446456,ERR480624,WGS,Human stool sample
PRJEB6070,SAMEA2467018,ERX446457,ERR480625,WGS,Human stool sample
PRJEB6070,SAMEA2467018,ERX446458,ERR480626,WGS,Human stool sample
PRJEB6070,SAMEA2467018,ERX446459,ERR480627,WGS,Human stool sample
PRJEB6070,SAMEA2467024,ERX446460,ERR480628,WGS,Human stool sample
PRJEB6070,SAMEA2467024,ERX446461,ERR480629,WGS,Human stool sample
PRJEB6070,SAMEA2467024,ERX446462,ERR480630,WGS,Human stool sample
PRJEB6070,SAMEA2467024,ERX446463,ERR480631,WGS,Human stool sample
PRJEB6070,SAMEA2466952,ERX446464,ERR480632,WGS,Human stool sample
PRJEB6070,SAMEA2466952,ERX446465,ERR480633,WGS,Human stool sample
PRJEB6070,SAMEA2466984,ERX446466,ERR480634,WGS,Human stool sample
PRJEB6070,SAMEA2466984,ERX446467,ERR480635,WGS,Human stool sample
PRJEB6070,SAMEA2466916,ERX446468,ERR480636,WGS,Human stool sample
PRJEB6070,SAMEA2466916,ERX446469,ERR480637,WGS,Human stool sample
PRJEB6070,SAMEA2466931,ERX446470,ERR480638,WGS,Human stool sample
PRJEB6070,SAMEA2466931,ERX446471,ERR480639,WGS,Human stool sample
PRJEB6070,SAMEA2466931,ERX446472,ERR480640,WGS,Human stool sample
PRJEB6070,SAMEA2466931,ERX446473,ERR480641,WGS,Human stool sample
PRJEB6070,SAMEA2466998,ERX446474,ERR480642,WGS,Human stool sample
PRJEB6070,SAMEA2466998,ERX446475,ERR480643,WGS,Human stool sample
PRJEB6070,SAMEA2466947,ERX446476,ERR480644,WGS,Human stool sample
PRJEB6070,SAMEA2466947,ERX446477,ERR480645,WGS,Human stool sample
PRJEB6070,SAMEA2467037,ERX446478,ERR480646,WGS,Human stool sample
PRJEB6070,SAMEA2467037,ERX446479,ERR480647,WGS,Human stool sample
PRJEB6070,SAMEA2467037,ERX446480,ERR480648,WGS,Human stool sample
PRJEB6070,SAMEA2467037,ERX446481,ERR480649,WGS,Human stool sample
PRJEB6070,SAMEA2466974,ERX446482,ERR480650,WGS,Human stool sample
PRJEB6070,SAMEA2466974,ERX446483,ERR480651,WGS,Human stool sample
PRJEB6070,SAMEA2466974,ERX446484,ERR480652,WGS,Human stool sample
PRJEB6070,SAMEA2467038,ERX446485,ERR480653,WGS,Human stool sample
PRJEB6070,SAMEA2467038,ERX446486,ERR480654,WGS,Human stool sample
PRJEB6070,SAMEA2467038,ERX446487,ERR480655,WGS,Human stool sample
PRJEB6070,SAMEA2467038,ERX446488,ERR480656,WGS,Human stool sample
PRJEB6070,SAMEA2466905,ERX446489,ERR480657,WGS,Human stool sample
PRJEB6070,SAMEA2466966,ERX446490,ERR480658,WGS,Human stool sample
PRJEB6070,SAMEA2466966,ERX446491,ERR480659,WGS,Human stool sample
PRJEB6070,SAMEA2466966,ERX446492,ERR480660,WGS,Human stool sample
PRJEB6070,SAMEA2466989,ERX446493,ERR480661,WGS,Human stool sample
PRJEB6070,SAMEA2466989,ERX446494,ERR480662,WGS,Human stool sample
PRJEB6070,SAMEA2466901,ERX446495,ERR480663,WGS,Human stool sample
PRJEB6070,SAMEA2466901,ERX446496,ERR480664,WGS,Human stool sample
PRJEB6070,SAMEA2466979,ERX446497,ERR480665,WGS,Human stool sample
PRJEB6070,SAMEA2466979,ERX446498,ERR480666,WGS,Human stool sample
PRJEB6070,SAMEA2466979,ERX446499,ERR480667,WGS,Human stool sample
PRJEB6070,SAMEA2466979,ERX446500,ERR480668,WGS,Human stool sample
PRJEB6070,SAMEA2467002,ERX446501,ERR480669,WGS,Human stool sample
PRJEB6070,SAMEA2467002,ERX446502,ERR480670,WGS,Human stool sample
PRJEB6070,SAMEA2467007,ERX446503,ERR480671,WGS,Human stool sample
PRJEB6070,SAMEA2467007,ERX446504,ERR480672,WGS,Human stool sample
PRJEB6070,SAMEA2466976,ERX446505,ERR480673,WGS,Human stool sample
PRJEB6070,SAMEA2466976,ERX446506,ERR480674,WGS,Human stool sample
PRJEB6070,SAMEA2466976,ERX446507,ERR480675,WGS,Human stool sample
PRJEB6070,SAMEA2466976,ERX446508,ERR480676,WGS,Human stool sample
PRJEB6070,SAMEA2466895,ERX446509,ERR480677,WGS,Human stool sample
PRJEB6070,SAMEA2466895,ERX446510,ERR480678,WGS,Human stool sample
PRJEB6070,SAMEA2467041,ERX446511,ERR480679,WGS,Human stool sample
PRJEB6070,SAMEA2467041,ERX446512,ERR480680,WGS,Human stool sample
PRJEB6070,SAMEA2467041,ERX446513,ERR480681,WGS,Human stool sample
PRJEB6070,SAMEA2467041,ERX446514,ERR480682,WGS,Human stool sample
PRJEB6070,SAMEA2466958,ERX446515,ERR480683,WGS,Human stool sample
PRJEB6070,SAMEA2466958,ERX446516,ERR480684,WGS,Human stool sample
PRJEB6070,SAMEA2466958,ERX446517,ERR480685,WGS,Human stool sample
PRJEB6070,SAMEA2467006,ERX446518,ERR480686,WGS,Human stool sample
PRJEB6070,SAMEA2467006,ERX446519,ERR480687,WGS,Human stool sample
PRJEB6070,SAMEA2467006,ERX446520,ERR480688,WGS,Human stool sample
PRJEB6070,SAMEA2466908,ERX446521,ERR480689,WGS,Human stool sample
PRJEB6070,SAMEA2466908,ERX446522,ERR480690,WGS,Human stool sample
PRJEB6070,SAMEA2467023,ERX446523,ERR480691,WGS,Human stool sample
PRJEB6070,SAMEA2467023,ERX446524,ERR480692,WGS,Human stool sample
PRJEB6070,SAMEA2467023,ERX446525,ERR480693,WGS,Human stool sample
PRJEB6070,SAMEA2467023,ERX446526,ERR480694,WGS,Human stool sample
PRJEB6070,SAMEA2466954,ERX446527,ERR480695,WGS,Human stool sample
PRJEB6070,SAMEA2466954,ERX446528,ERR480696,WGS,Human stool sample
PRJEB6070,SAMEA2466920,ERX446529,ERR480697,WGS,Human stool sample
PRJEB6070,SAMEA2466920,ERX446530,ERR480698,WGS,Human stool sample
PRJEB6070,SAMEA2467026,ERX446531,ERR480699,WGS,Human stool sample
PRJEB6070,SAMEA2467026,ERX446532,ERR480700,WGS,Human stool sample
PRJEB6070,SAMEA2467026,ERX446533,ERR480701,WGS,Human stool sample
PRJEB6070,SAMEA2467026,ERX446534,ERR480702,WGS,Human stool sample
PRJEB6070,SAMEA2466950,ERX446535,ERR480703,WGS,Human stool sample
PRJEB6070,SAMEA2466950,ERX446536,ERR480704,WGS,Human stool sample
PRJEB6070,SAMEA2467034,ERX446537,ERR480705,WGS,Human stool sample
PRJEB6070,SAMEA2467034,ERX446538,ERR480706,WGS,Human stool sample
PRJEB6070,SAMEA2467034,ERX446539,ERR480707,WGS,Human stool sample
PRJEB6070,SAMEA2467034,ERX446540,ERR480708,WGS,Human stool sample
PRJEB6070,SAMEA2466899,ERX446541,ERR480709,WGS,Human stool sample
PRJEB6070,SAMEA2466899,ERX446542,ERR480710,WGS,Human stool sample
PRJEB6070,SAMEA2466899,ERX446543,ERR480711,WGS,Human stool sample
PRJEB6070,SAMEA2466899,ERX446544,ERR480712,WGS,Human stool sample
PRJEB6070,SAMEA2466949,ERX446545,ERR480713,WGS,Human stool sample
PRJEB6070,SAMEA2466949,ERX446546,ERR480714,WGS,Human stool sample
PRJEB6070,SAMEA2467004,ERX446547,ERR480715,WGS,Human stool sample
PRJEB6070,SAMEA2467004,ERX446548,ERR480716,WGS,Human stool sample
PRJEB6070,SAMEA2467004,ERX446549,ERR480717,WGS,Human stool sample
PRJEB6070,SAMEA2467004,ERX446550,ERR480718,WGS,Human stool sample
PRJEB6070,SAMEA2466963,ERX446551,ERR480719,WGS,Human stool sample
PRJEB6070,SAMEA2466963,ERX446552,ERR480720,WGS,Human stool sample
PRJEB6070,SAMEA2466930,ERX446553,ERR480721,WGS,Human stool sample
PRJEB6070,SAMEA2466930,ERX446554,ERR480722,WGS,Human stool sample
